,MAE,MSE,RMSE,R2_Score,Train_Time
0,0.0006511247803966117,4.718174860708714e-07,0.0006868897190021637,-2.8430141725101463,5.172723293304443
1,0.0012460983782910792,1.857426312749817e-06,0.0013628742835455577,-1.1267336369121606,6.74472713470459
2,0.002217947177342416,5.8675943214513224e-06,0.0024223117721406803,-0.06031399325971387,8.624604225158691
3,0.0041371612566165495,2.4360759153868346e-05,0.004935661977269953,0.7421830639934168,7.862202405929565
4,0.012060625158827122,0.0004955008088237189,0.02225984745733265,0.8852153004183784,10.269491910934448
5,0.004062591350294756,0.00010561168121957184,0.006333517041858201,-0.4805326876540451,
6,0.004662283625462991,0.0002181647676578179,0.009048359181369819,1.5440028789221172,
